#	Model_Name	Family	Equation	Variables	Purpose	Location	Implemented	Status	Cross_Refs	Domain_Type	Bind_Class
0	UQGET_Hubble_Tension	Quantum Geometry	H0 = 73.3 ± 1.5 km s⁻¹ Mpc⁻¹ (68% CL)	H0=Hubble constant, Mpc=megaparsec	Unified Quantum-Geometric Emergence Theory - resolves Hubble tension via spacetime emergence from quantum entanglement dynamics. Aligns with Planck 2018, DESI 2024, Pantheon+ datasets.	https://www.academia.edu/128148840/Unified_Quantum_Geometric_Emergence_Theory_Entanglement_Driven_Spacetime_Revised_Version	Documented	✅	LAYER_G_ENERGY	geometric_bind
1	UQGET_Structure_Tension	Quantum Geometry	S8 = 0.810 ± 0.008	S8=structure formation parameter (σ8·Ωm^0.5)	UQGET resolves structure formation tension through non-equilibrium quantum physics and multi-field models.	https://www.academia.edu/128148840/Unified_Quantum_Geometric_Emergence_Theory_Entanglement_Driven_Spacetime_Revised_Version	Documented	✅	LAYER_G_ENERGY	geometric_bind
2	UQGET_Statistical_Fit	Quantum Geometry	χ²/d.o.f. = 1907.2/1949 (p = 0.78)	χ²=chi-squared statistic, d.o.f.=degrees of freedom, p=p-value	MCMC analysis demonstrates statistical robustness with p = 0.78 indicating good fit to observational data.	https://www.academia.edu/128148840/Unified_Quantum_Geometric_Emergence_Theory_Entanglement_Driven_Spacetime_Revised_Version	Documented	✅	LAYER_G_ENERGY	geometric_bind
3	LASSO_MOGAT_GAT_Propagation	Machine Learning	h_i^(l+1) = σ(Σ_{j∈N(i)} α_ij^(l) W^(l) h_j^(l))	h_i^(l)=node representation, N(i)=neighborhood, α_ij^(l)=attention coefficient, W^(l)=weight matrix, σ=activation	Graph Attention Network propagation for multi-omics cancer classification using PPI networks.	https://www.academia.edu/2837-4010/2/3/10.20935/AcadBiol7325	Documented	✅	LAYER_H_ALGEBRA	informational_bind
4	LASSO_MOGAT_Attention_Coefficient	Machine Learning	α_ij^(l) = softmax_j(LeakyReLU(a→^(l)^T [W^(l) h_i^(l) || W^(l) h_j^(l)]))	||=concatenation, a→^(l)=weight vector, LeakyReLU=activation	Attention coefficient computation for graph edges using softmax over neighbors.	https://www.academia.edu/2837-4010/2/3/10.20935/AcadBiol7325	Documented	✅	LAYER_H_ALGEBRA	informational_bind
5	Multiphasic_Allometry_LogLog_Scaling	Biology	Y = b·X + a (log-log space)	Y=log(metabolic rate), X=log(body mass), b=scaling exponent, a=intercept	Log-log regression for metabolic rate scaling with body mass across developmental stages. Different scaling exponents (b) indicate multiphasic ontogenetic allometry.	https://www.academia.edu/2837-4010/2/4/10.20935/AcadBiol7411	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
6	Multiphasic_Allometry_Quadratic	Biology	Y = a·X² + b·X + c (curvilinear)	Y=log(metabolic rate), X=log(body mass), a,b,c=regression coefficients	Quadratic regression for detecting nonlinear metabolic scaling. First derivative dY/dX = 2aX + b gives instantaneous slope.	https://www.academia.edu/2837-4010/2/4/10.20935/AcadBiol7411	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
7	Multiphasic_Allometry_Instantaneous_Slope	Biology	dY/dX = 2aX + b (where Y = aX² + bX + c)	X=log(body mass), a,b=quadratic coefficients	First derivative of quadratic regression gives instantaneous scaling slope at any body size. Used to detect ontogenetic shifts in metabolic scaling.	https://www.academia.edu/2837-4010/2/4/10.20935/AcadBiol7411	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
8	Affine_Mapping_LTSF_Linear_Layer	Time Series	Y = X·W + b	X=input historical time series, Y=prediction, W=transition matrix (R^n×m), b=bias (R^1×m)	Single linear layer (affine transformation) for long-term time series forecasting. Dominates forecasting performance on periodic signals.	https://www.academia.edu/3071-0286/2/2/10.20935/AcadAI8236	Documented	✅	LAYER_H_ALGEBRA	informational_bind
9	Affine_Mapping_Time_Series_Decomposition	Time Series	x(t) = s(t) + f(t) + ε	s(t)=seasonality, f(t)=trend, ε=noise	Time series decomposition into seasonal and trend components. Basis for understanding why affine mapping works well on periodic data.	https://www.academia.edu/3071-0286/2/2/10.20935/AcadAI8236	Documented	✅	LAYER_H_ALGEBRA	informational_bind
10	Affine_Mapping_Periodic_Theorem	Time Series	x(t) = s(t) = s(t-p) where p ≤ n	p=period, n=input length, t=time index	For seasonal time series with period p, affine mapping has analytical solution when input length ≥ period. Explains competitive performance on seasonal benchmarks.	https://www.academia.edu/3071-0286/2/2/10.20935/AcadAI8236	Documented	✅	LAYER_H_ALGEBRA	informational_bind
11	Affine_Mapping_Scaled_Periodic	Time Series	x(t) = a·x(t-p) + c	a=scaling factor, c=translation factor	Extended periodic model with scaling and translation. Still has closed-form solution for affine mapping. Handles amplitude-modulated periodic signals.	https://www.academia.edu/3071-0286/2/2/10.20935/AcadAI8236	Documented	✅	LAYER_H_ALGEBRA	informational_bind
12	MOF_CO2_Reduction_2e_Electrochemistry	Chemistry	CO2 + 2H+ + 2e- → CO + H2O	E=applied potential, n=2 electrons	2-electron CO2 reduction to carbon monoxide. Primary product in electrocatalysis with Cu-based catalysts.	https://www.academia.edu/2998-3665/2/1/10.20935/AcadEnergy7604	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
13	MOF_CO2_Reduction_Formic_Acid	Chemistry	CO2 + 2H+ + 2e- → HCOOH	E=applied potential, n=2 electrons	2-electron CO2 reduction to formic acid. Major product in electrocatalysis, especially with Zr-MOF catalysts.	https://www.academia.edu/2998-3665/2/1/10.20935/AcadEnergy7604	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
14	MOF_CO2_Reduction_6e_Methanol	Chemistry	CO2 + 6H+ + 6e- → CH3OH + H2O	E=applied potential, n=6 electrons	6-electron CO2 reduction to methanol. Highest methanol rate achieved by Au10@ZIF-67 in photocatalysis.	https://www.academia.edu/2998-3665/2/1/10.20935/AcadEnergy7604	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
15	MOF_CO2_Reduction_8e_Methane	Chemistry	CO2 + 8H+ + 8e- → CH4 + 2H2O	E=applied potential, n=8 electrons	8-electron CO2 reduction to methane. Highest methane rate achieved by MIL-101(Cr)-Ag in photocatalysis.	https://www.academia.edu/2998-3665/2/1/10.20935/AcadEnergy7604	Documented	✅	LAYER_G_ENERGY	thermodynamic_bind
16	COUCH_Equation	Chaotic Dynamics	ẍ_i + γẋ_i + ω_i²x_i + Σ_j κ_ij(x_i - x_j) = F(t)	γ=damping, ω_i=natural frequency, κ_ij=coupling strength, F(t)=forcing function	Coupled Oscillator for Universal Chaotic Hysteresis - models non-linear coupled oscillator systems exhibiting chaotic "super freak" behavior and path-dependent hysteresis loops. Phase space trajectories exhibit strange attractors.	docs/geometry/COUCH_EQUATION.md	Documented	✅	LAYER_E_VERIFICATION	thermodynamic_bind
887	CompressionControl_seenCacheCanonicalized	CompressionControl				tools/lean/Semantics/Semantics/CompressionControl.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
888	CompressionControl_sampleControlState	CompressionControl				tools/lean/Semantics/Semantics/CompressionControl.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
889	CompressionControl_sampleControlStep	CompressionControl				tools/lean/Semantics/Semantics/CompressionControl.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
890	CompressionEvidence_BasisBudget	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
891	CompressionEvidence_LocalEnvironment	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
892	CompressionEvidence_mkLocalEnvironment	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
893	CompressionEvidence_retainedBasisError	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
894	CompressionEvidence_isBodyOrderedUpTo	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
895	CompressionEvidence_withinResidualLimit	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
896	CompressionEvidence_compressionAdmissible	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
897	CompressionEvidence_energyDecomposesRetainedPlusResidual	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
898	CompressionEvidence_retainedBasisErrorEqResidual	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
899	CompressionEvidence_residualToleranceMonotone	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
900	CompressionEvidence_admissibleOfEvidence	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
901	CompressionEvidence_sampleBudget	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
902	CompressionEvidence_sampleEnvironment	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
903	CompressionEvidence_sampleResidualEnvironment	CompressionEvidence				tools/lean/Semantics/Semantics/CompressionEvidence.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
904	CompressionLossComparison_UnifiedField	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
905	CompressionLossComparison_denominator	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
906	CompressionLossComparison_numerator	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
907	CompressionLossComparison_phi	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
908	CompressionLossComparison_loss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
909	CompressionLossComparison_StandardTrainingLoss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
910	CompressionLossComparison_StandardTrainingLoss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
911	CompressionLossComparison_standardToUnified	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
912	CompressionLossComparison_SelfCompressionLoss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
913	CompressionLossComparison_SelfCompressionLoss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
914	CompressionLossComparison_selfCompressionToUnified	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
915	CompressionLossComparison_FieldBasedLoss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
916	CompressionLossComparison_FieldBasedLoss	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
917	CompressionLossComparison_standard_is_degenerate_field	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
918	CompressionLossComparison_self_compression_has_curvature	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
919	CompressionLossComparison_field_based_strictly_generalizes_standard	CompressionLossComparison				tools/lean/Semantics/Semantics/CompressionLossComparison.lean	Lean	✅		LAYER_I_ENCODING	informational_bind
920	SolitonTensor_SolitonWave	SolitonTensor				tools/lean/Semantics/Semantics/SolitonTensor.lean	Lean	✅		LAYER_H_ALGEBRA	algebraic_bind
921	SolitonTensor_emit	SolitonTensor				tools/lean/Semantics/Semantics/SolitonTensor.lean	Lean	✅		LAYER_H_ALGEBRA	algebraic_bind
922	SolitonTensor_propagate	SolitonTensor				tools/lean/Semantics/Semantics/SolitonTensor.lean	Lean	✅		LAYER_H_ALGEBRA	algebraic_bind
923	AVMRProofs_3	AVMRProofs				tools/lean/Semantics/Semantics/AVMRProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
924	AVMRTheorems_proves	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
925	AVMRTheorems_tipCoordinateMassResonance	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
926	AVMRTheorems_fortyFiveLineFactorRevelation	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
927	AVMRTheorems_pronicFactorization	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
928	AVMRTheorems_fortyFiveLineIsGC	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
929	AVMRTheorems_missingLinkODE	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
930	AVMRTheorems_gradientFlowForm	AVMRTheorems				tools/lean/Semantics/Semantics/AVMRTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
931	AgenticTheorems_assignmentRespectsCapabilities	AgenticTheorems				tools/lean/Semantics/Semantics/AgenticTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
932	AgenticTheorems_dependenciesRespected	AgenticTheorems				tools/lean/Semantics/Semantics/AgenticTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
933	AgenticTheorems_orchestrationTermination	AgenticTheorems				tools/lean/Semantics/Semantics/AgenticTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
934	AgenticTheorems_synergyImprovesPerformance	AgenticTheorems				tools/lean/Semantics/Semantics/AgenticTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
935	AgenticTheorems_agentFieldBounded	AgenticTheorems				tools/lean/Semantics/Semantics/AgenticTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
936	AgenticTheorems_loadPenaltyDecreasesField	AgenticTheorems				tools/lean/Semantics/Semantics/AgenticTheorems.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
937	CostEffectiveVerification_OntologicalSystem	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
938	CostEffectiveVerification_BehavioralOperator	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
939	CostEffectiveVerification_BehavioralPoint	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
940	CostEffectiveVerification_domainWeightedDistance	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
941	CostEffectiveVerification_BehavioralManifold	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
942	CostEffectiveVerification_shareSameOperator	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
943	CostEffectiveVerification_ontologicallyDifferent	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
944	CostEffectiveVerification_groupByOperator	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
945	CostEffectiveVerification_NullHypothesis	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
946	CostEffectiveVerification_than	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
947	CostEffectiveVerification_AlternativeHypothesis	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
948	CostEffectiveVerification_than	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
949	CostEffectiveVerification_testHypothesis	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
950	CostEffectiveVerification_than	CostEffectiveVerification				tools/lean/Semantics/Semantics/CostEffectiveVerification.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
951	GPUVerificationMetaprobe_MetaprobeCommentPayload	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
952	GPUVerificationMetaprobe_GPUVerificationRequest	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
953	GPUVerificationMetaprobe_GPUVerificationResult	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
954	GPUVerificationMetaprobe_actualValue	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
955	GPUVerificationMetaprobe_gpuRequestToCommentPayload	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
956	GPUVerificationMetaprobe_gpuResultToCommentPayload	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
957	GPUVerificationMetaprobe_GPUVerificationBatch	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
958	GPUVerificationMetaprobe_executeGPUVerificationBatch	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
959	GPUVerificationMetaprobe_GPUVerificationSurface	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
960	GPUVerificationMetaprobe_initGPUVerificationSurface	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
961	GPUVerificationMetaprobe_addVerificationBatch	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
962	GPUVerificationMetaprobe_processPendingBatches	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
963	GPUVerificationMetaprobe_GPUVerificationStats	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
964	GPUVerificationMetaprobe_getVerificationStats	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
965	GPUVerificationMetaprobe_createFixedPointVerificationBatch	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
966	GPUVerificationMetaprobe_executeFixedPointVerification	GPUVerificationMetaprobe				tools/lean/Semantics/Semantics/GPUVerificationMetaprobe.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
967	Lean4ImprovementProofs_ImprovementMetrics	Lean4ImprovementProofs				tools/lean/Semantics/Semantics/Lean4ImprovementProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
968	Lean4ImprovementProofs_computePriority	Lean4ImprovementProofs				tools/lean/Semantics/Semantics/Lean4ImprovementProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
969	Lean4ImprovementProofs_Lean4SystemState	Lean4ImprovementProofs				tools/lean/Semantics/Semantics/Lean4ImprovementProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
970	Lean4ImprovementProofs_ImprovementEffect	Lean4ImprovementProofs				tools/lean/Semantics/Semantics/Lean4ImprovementProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
971	Lean4ImprovementProofs_aiTacticsImprovement	Lean4ImprovementProofs				tools/lean/Semantics/Semantics/Lean4ImprovementProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
972	Lean4ImprovementProofs_aiTacticsEffect	Lean4ImprovementProofs				tools/lean/Semantics/Semantics/Lean4ImprovementProofs.lean	Lean	✅		LAYER_E_VERIFICATION	state_bind
973	CrossDimensionalFilter_semanticPrimeCount	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
974	CrossDimensionalFilter_allSemanticPrimes	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
975	CrossDimensionalFilter_MatryoshkaShell	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
976	CrossDimensionalFilter_shellUnderstands	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
977	CrossDimensionalFilter_DimensionalEntity	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
978	CrossDimensionalFilter_primeOverlap	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
979	CrossDimensionalFilter_overlapToScalar	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
980	CrossDimensionalFilter_reductionFilter	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
981	CrossDimensionalFilter_expansionFilter	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
982	CrossDimensionalFilter_CrossShellMessage	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
983	CrossDimensionalFilter_sendCrossShell	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
984	CrossDimensionalFilter_receiveCrossShell	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
985	CrossDimensionalFilter_spawnSubShells	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
986	CrossDimensionalFilter_expansionDimensionCorrect	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
987	CrossDimensionalFilter_preservedPrimesUnderstood	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
988	CrossDimensionalFilter_spawnProducesN2	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
989	CrossDimensionalFilter_allPrimesContained	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
990	CrossDimensionalFilter_filterAllContained	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
991	CrossDimensionalFilter_selfCommunicationPreservesAllPrimes	CrossDimensionalFilter				tools/lean/Semantics/Semantics/CrossDimensionalFilter.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
992	EnergyGradientSignal_EnergyGradient	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
993	EnergyGradientSignal_EnergyFunction	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
994	EnergyGradientSignal_EnergyChange	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
995	EnergyGradientSignal_EnergyWaveform	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
996	EnergyGradientSignal_EnergyIncreaseSignal	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
997	EnergyGradientSignal_EnergyDecreaseSignal	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
998	EnergyGradientSignal_EnergySignal	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
999	EnergyGradientSignal_ShapeEnergyCoupling	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
1000	EnergyGradientSignal_EnergyGradientSignal	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
1001	EnergyGradientSignal_energyGradientInvariant	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
1002	EnergyGradientSignal_calculateEnergyChange	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
1003	EnergyGradientSignal_computeGradientMagnitude	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
1004	EnergyGradientSignal_computeGradientDirection	EnergyGradientSignal				tools/lean/Semantics/Semantics/EnergyGradientSignal.lean	Lean	✅		LAYER_K_SIGNAL	signal_bind
